row_id,num_sold
70128,413.6420675085327
70129,266.4360556274834
70130,238.26139963099055
70131,400.8495577561513
70132,144.411375803906
70133,93.65229224599207
70134,80.73639021744802
70135,139.5116591459062
70136,416.69205819070174
70137,268.01442232784115
70138,237.74678448203463
70139,401.5834237689058
70140,144.71264654435163
70141,92.54163761051372
70142,81.17532357966805
70143,141.42472785909683
70144,414.26600891822363
70145,268.3117462213129
70146,239.09088205728898
70147,405.95719410173285
70148,144.89375522753664
70149,94.67669044851462
70150,81.13619325073182
70151,139.8417978531495
70152,417.43033997239195
70153,260.01688632575224
70154,234.76604731837674
70155,400.1623724705022
70156,140.5313484586208
70157,90.52699511729779
70158,81.42595471987546
70159,137.0384724929027
70160,410.96248977391156
70161,267.17040352653413
70162,231.55487622147922
70163,401.23916282582854
70164,142.1794717594248
70165,94.06004621681112
70166,82.2566926061284
70167,136.72577808270708
70168,412.3727229526272
70169,258.8570143740868
70170,232.47537748927726
70171,395.5354319325004
70172,140.70378395035237
70173,91.76973203180498
70174,81.68319249716247
70175,136.74364740063868
70176,413.6420675085327
70177,266.4360556274834
70178,238.26139963099055
70179,400.8495577561513
70180,144.411375803906
70181,93.65229224599207
70182,80.73639021744802
70183,139.5116591459062
70184,416.69205819070174
70185,268.01442232784115
70186,237.74678448203463
70187,401.5834237689058
70188,144.71264654435163
70189,92.54163761051372
70190,81.17532357966805
70191,141.42472785909683
70192,414.26600891822363
70193,268.3117462213129
70194,239.09088205728898
70195,405.95719410173285
70196,144.89375522753664
70197,94.67669044851462
70198,81.13619325073182
70199,139.8417978531495
70200,417.43033997239195
70201,260.01688632575224
70202,234.76604731837674
70203,400.1623724705022
70204,140.5313484586208
70205,90.52699511729779
70206,81.42595471987546
70207,137.0384724929027
70208,410.96248977391156
70209,267.17040352653413
70210,231.55487622147922
70211,401.23916282582854
70212,142.1794717594248
70213,94.06004621681112
70214,82.2566926061284
70215,136.72577808270708
70216,412.3727229526272
70217,258.8570143740868
70218,232.47537748927726
70219,395.5354319325004
70220,140.70378395035237
70221,91.76973203180498
70222,81.68319249716247
70223,136.74364740063868
70224,413.6420675085327
70225,266.4360556274834
70226,238.26139963099055
70227,400.8495577561513
70228,144.411375803906
70229,93.65229224599207
70230,80.73639021744802
70231,139.5116591459062
70232,416.69205819070174
70233,268.01442232784115
70234,237.74678448203463
70235,401.5834237689058
70236,144.71264654435163
70237,92.54163761051372
70238,81.17532357966805
70239,141.42472785909683
70240,414.26600891822363
70241,268.3117462213129
70242,239.09088205728898
70243,405.95719410173285
70244,144.89375522753664
70245,94.67669044851462
70246,81.13619325073182
70247,139.8417978531495
70248,417.43033997239195
70249,260.01688632575224
70250,234.76604731837674
70251,400.1623724705022
70252,140.5313484586208
70253,90.52699511729779
70254,81.42595471987546
70255,137.0384724929027
70256,410.96248977391156
70257,267.17040352653413
70258,231.55487622147922
70259,401.23916282582854
70260,142.1794717594248
70261,94.06004621681112
70262,82.2566926061284
70263,136.72577808270708
70264,412.3727229526272
70265,258.8570143740868
70266,232.47537748927726
70267,395.5354319325004
70268,140.70378395035237
70269,91.76973203180498
70270,81.68319249716247
70271,136.74364740063868
70272,413.6420675085327
70273,266.4360556274834
70274,238.26139963099055
70275,400.8495577561513
